Crash ID,CrashDate,CountyName,Fatals,Peds,Persons,State,StateName,TotalVehicles,Crash Date,Latitude,Longitude,Weather,Weather Name,Road Function,Road Function Name,Light Condition,Light Condition Name,Manner of Collision,Manner of Collision Name,Speed Limit,Speed Limit Name,Harmful Event,Harmful Event Name,Drunk Drivers,City,City Name,Functional System,Functional System Name,Work Zone,Work Zone Name
10224,/Date(1650510600000-0400)/,LAUDERDALE (77),1,0,1,1,Alabama,1,2022-04-20 23:10,34.93451667,-87.501663890,2,Rain,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,0,NOT APPLICABLE,5,Major Collector,0,None
10222,/Date(1650407280000-0400)/,JEFFERSON (73),1,0,2,1,Alabama,2,2022-04-19 18:28,33.63309722,-86.623102780,1,Clear,,,3,Dark - Lighted,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,350,BIRMINGHAM,7,Local,0,None
10223,/Date(1650447300000-0400)/,MOBILE (97),2,0,4,1,Alabama,2,2022-04-20 05:35,30.50710556,-88.368613890,10,Cloudy,,,2,Dark - Not Lighted,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,6,Minor Collector,0,None
10225,/Date(1650445620000-0400)/,LIMESTONE (83),1,0,2,1,Alabama,2,2022-04-20 05:07,34.83564444,-86.936808330,1,Clear,,,2,Dark - Not Lighted,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,1,Interstate,0,None
10227,/Date(1650587400000-0400)/,MOBILE (97),1,1,1,1,Alabama,1,2022-04-21 20:30,30.75175000,-88.116147220,1,Clear,,,3,Dark - Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,2550,PRICHARD,3,Principal Arterial - Other,0,None
10229,/Date(1650532440000-0400)/,MOBILE (97),1,1,1,1,Alabama,1,2022-04-21 05:14,31.02618056,-88.231736110,10,Cloudy,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10226,/Date(1650455100000-0400)/,FAYETTE (57),1,0,1,1,Alabama,1,2022-04-20 07:45,33.76878611,-87.893783330,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,43,Other Fixed Object,,0,NOT APPLICABLE,5,Major Collector,0,None
10228,/Date(1650562200000-0400)/,PICKENS (107),1,0,2,1,Alabama,1,2022-04-21 13:30,33.40502500,-88.094419440,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,21,Bridge Pier or Support,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10230,/Date(1650634260000-0400)/,ETOWAH (55),1,0,1,1,Alabama,1,2022-04-22 09:31,33.98266944,-85.812050000,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,1670,HOKES BLUFF,3,Principal Arterial - Other,0,None
10231,/Date(1650635700000-0400)/,LEE (81),1,0,2,1,Alabama,2,2022-04-22 09:55,32.69233056,-85.508133330,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10233,/Date(1650790800000-0400)/,DALLAS (47),1,0,1,1,Alabama,1,2022-04-24 05:00,32.12212778,-87.092572220,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,34,Ditch,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10232,/Date(1650852600000-0400)/,CALHOUN (15),1,0,1,1,Alabama,1,2022-04-24 22:10,33.69021389,-85.867066670,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,34,Ditch,,0,NOT APPLICABLE,5,Major Collector,0,None
10234,/Date(1650813600000-0400)/,WASHINGTON (129),1,0,1,1,Alabama,1,2022-04-24 11:20,31.56375556,-88.414683330,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,5,Major Collector,0,None
10235,/Date(1650821280000-0400)/,MOBILE (97),1,0,1,1,Alabama,1,2022-04-24 13:28,30.75243333,-88.310116670,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,7,Local,0,None
10236,/Date(1650861900000-0400)/,ETOWAH (55),1,0,1,1,Alabama,1,2022-04-25 00:45,34.06698056,-86.011788890,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,32,Culvert,,0,NOT APPLICABLE,5,Major Collector,0,None
10239,/Date(1650996000000-0400)/,AUTAUGA (1),1,0,4,1,Alabama,3,2022-04-26 14:00,32.45001111,-86.725463890,2,Rain,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10237,/Date(1650866400000-0400)/,MADISON (89),1,0,3,1,Alabama,3,2022-04-25 02:00,34.76676944,-86.554366670,1,Clear,,,3,Dark - Lighted,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,1730,HUNTSVILLE,3,Principal Arterial - Other,0,None
10238,/Date(1650990600000-0400)/,BUTLER (13),2,0,2,1,Alabama,2,2022-04-26 12:30,31.92795000,-86.538833330,10,Cloudy,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10241,/Date(1651142400000-0400)/,JEFFERSON (73),1,0,2,1,Alabama,2,2022-04-28 06:40,33.60593056,-86.741377780,10,Cloudy,,,4,Dawn,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,350,BIRMINGHAM,5,Major Collector,0,None
10240,/Date(1650999480000-0400)/,MARSHALL (95),1,0,3,1,Alabama,2,2022-04-26 14:58,34.23095278,-86.403480560,1,Clear,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10242,/Date(1651282200000-0400)/,TALLADEGA (121),1,0,2,1,Alabama,2,2022-04-29 21:30,33.48965278,-86.014052780,1,Clear,,,2,Dark - Not Lighted,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10243,/Date(1651212780000-0400)/,LIMESTONE (83),1,0,1,1,Alabama,1,2022-04-29 02:13,34.74638889,-86.983758330,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,34,Ditch,,170,ATHENS,5,Major Collector,0,None
10245,/Date(1651267500000-0400)/,TUSCALOOSA (125),1,0,1,1,Alabama,1,2022-04-29 17:25,33.33021667,-87.592575000,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,5,Major Collector,0,None
10244,/Date(1651224540000-0400)/,MOBILE (97),1,1,1,1,Alabama,1,2022-04-29 05:29,30.68258333,-88.127177780,2,Rain,,,3,Dark - Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,2100,MOBILE,1,Interstate,0,None
10246,/Date(1651351020000-0400)/,ELMORE (51),2,0,6,1,Alabama,3,2022-04-30 16:37,32.66493333,-86.251844440,10,Cloudy,,,1,Daylight,8,Sideswipe - Opposite Direction,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10248,/Date(1651336200000-0400)/,MOBILE (97),1,0,3,1,Alabama,2,2022-04-30 12:30,30.47263056,-88.233894440,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10247,/Date(1651363920000-0400)/,WALKER (127),1,0,1,1,Alabama,1,2022-04-30 20:12,33.95617500,-87.194694440,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,35,Embankment,,0,NOT APPLICABLE,7,Local,0,None
10249,/Date(1651358100000-0400)/,CONECUH (35),1,0,1,1,Alabama,1,2022-04-30 18:35,31.50578611,-86.999655560,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,7,Local,0,None
10250,/Date(1651301400000-0400)/,DALLAS (47),1,0,1,1,Alabama,1,2022-04-30 02:50,32.31808889,-86.895125000,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,35,Embankment,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10253,/Date(1651528800000-0400)/,JACKSON (71),2,0,2,1,Alabama,1,2022-05-02 18:00,34.62550000,-85.844397220,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,38,Fence,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10254,/Date(1651597020000-0400)/,COFFEE (31),1,0,3,1,Alabama,1,2022-05-03 12:57,31.52128611,-85.959227780,10,Cloudy,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,4,Minor Arterial,1,Construction
10251,/Date(1651452000000-0400)/,WALKER (127),1,1,4,1,Alabama,1,2022-05-01 20:40,33.87284722,-87.163163890,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10252,/Date(1651427700000-0400)/,ETOWAH (55),1,0,2,1,Alabama,1,2022-05-01 13:55,34.00035278,-85.835827780,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,30,Utility Pole/Light Support,,1670,HOKES BLUFF,6,Minor Collector,0,None
10255,/Date(1651151280000-0400)/,MONTGOMERY (101),1,0,2,1,Alabama,2,2022-04-28 09:08,32.36833889,-86.071091670,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,2130,MONTGOMERY,1,Interstate,0,None
10258,/Date(1651597200000-0400)/,DEKALB (49),1,0,3,1,Alabama,2,2022-05-03 13:00,34.35651111,-86.014497220,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,1351,GERALDINE,4,Minor Arterial,0,None
10257,/Date(1651561560000-0400)/,ST. CLAIR (115),1,0,3,1,Alabama,2,2022-05-03 03:06,33.59885278,-86.337725000,10,Cloudy,,,2,Dark - Not Lighted,7,Sideswipe - Same Direction,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,1,Interstate,0,None
10256,/Date(1651564200000-0400)/,ST. CLAIR (115),1,0,5,1,Alabama,5,2022-05-03 03:50,33.60226667,-86.307605560,10,Cloudy,,,2,Dark - Not Lighted,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,1,Interstate,0,None
10259,/Date(1651682700000-0400)/,RANDOLPH (111),2,0,4,1,Alabama,3,2022-05-04 12:45,33.17320833,-85.382088890,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,2640,ROANOKE,3,Principal Arterial - Other,0,None
10262,/Date(1651769280000-0400)/,MONTGOMERY (101),1,0,3,1,Alabama,2,2022-05-05 12:48,32.04515000,-86.037194440,10,Cloudy,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10261,/Date(1651793760000-0400)/,COVINGTON (39),1,0,1,1,Alabama,1,2022-05-05 19:36,31.33737222,-86.199991670,1,Clear,,,5,Dusk,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,24,Guardrail Face,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10264,/Date(1651799640000-0400)/,MADISON (89),1,0,2,1,Alabama,2,2022-05-05 21:14,34.76572500,-86.572513890,10,Cloudy,,,3,Dark - Lighted,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,1730,HUNTSVILLE,4,Minor Arterial,0,None
10263,/Date(1651723200000-0400)/,MONTGOMERY (101),1,0,2,1,Alabama,2,2022-05-05 00:00,32.29096944,-86.469055560,1,Clear,,,2,Dark - Not Lighted,7,Sideswipe - Same Direction,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10265,/Date(1651970820000-0400)/,LOWNDES (85),1,0,5,1,Alabama,2,2022-05-07 20:47,32.05089444,-86.807522220,1,Clear,,,2,Dark - Not Lighted,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10260,/Date(1651676280000-0400)/,WALKER (127),2,0,2,1,Alabama,2,2022-05-04 10:58,33.90985556,-87.500700000,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,1,Interstate,0,None
10267,/Date(1651937640000-0400)/,RANDOLPH (111),1,0,1,1,Alabama,1,2022-05-07 11:34,33.19617778,-85.263555560,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,34,Ditch,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10268,/Date(1651947240000-0400)/,LIMESTONE (83),1,0,3,1,Alabama,2,2022-05-07 14:14,34.93030556,-87.121461110,10,Cloudy,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10266,/Date(1651909440000-0400)/,TUSCALOOSA (125),1,0,1,1,Alabama,1,2022-05-07 03:44,33.26769167,-87.081452780,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,30,Utility Pole/Light Support,,0,NOT APPLICABLE,5,Major Collector,0,None
10270,/Date(1652028900000-0400)/,CLAY (27),1,0,1,1,Alabama,1,2022-05-08 12:55,33.23074167,-85.761819440,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,4,Minor Arterial,0,None
10269,/Date(1652067600000-0400)/,SHELBY (117),1,0,2,1,Alabama,2,2022-05-08 23:40,33.30359167,-86.904591670,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10271,/Date(1652127720000-0400)/,MARION (93),1,0,2,1,Alabama,1,2022-05-09 16:22,34.03094722,-87.866461110,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,52,Guardrail End,,0,NOT APPLICABLE,1,Interstate,0,None
10273,/Date(1651307400000-0400)/,COOSA (37),1,0,1,1,Alabama,1,2022-04-30 04:30,32.96676111,-86.009066670,1,Clear,,,9,Reported as Unknown,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10272,/Date(1657079400000-0400)/,LIMESTONE (83),1,1,2,1,Alabama,1,2022-07-05 23:50,34.79034722,-86.984902780,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,9,Pedalcyclist,,170,ATHENS,3,Principal Arterial - Other,0,None
10274,/Date(1651968000000-0400)/,JACKSON (71),1,1,1,1,Alabama,1,2022-05-07 20:00,34.67301944,-85.847697220,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,0,NOT APPLICABLE,5,Major Collector,0,None
10275,/Date(1652061060000-0400)/,DALE (45),1,0,1,1,Alabama,1,2022-05-08 21:51,31.31753611,-85.491530560,1,Clear,,,3,Dark - Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,10,Railway Vehicle,,2050,MIDLAND CITY,7,Local,0,None
10276,/Date(1652118300000-0400)/,TUSCALOOSA (125),1,0,3,1,Alabama,2,2022-05-09 13:45,33.23699722,-87.560966670,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,2260,NORTHPORT,3,Principal Arterial - Other,1,Construction
10277,/Date(1652236560000-0400)/,HOUSTON (69),1,1,1,1,Alabama,1,2022-05-10 22:36,31.19477222,-85.399616670,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,930,DOTHAN,3,Principal Arterial - Other,0,None
10278,/Date(1652181000000-0400)/,COLBERT (33),1,0,4,1,Alabama,2,2022-05-10 07:10,34.65659444,-87.885325000,1,Clear,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10279,/Date(1652304600000-0400)/,LAWRENCE (79),1,0,2,1,Alabama,2,2022-05-11 17:30,34.50291389,-87.200447220,1,Clear,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10280,/Date(1652514600000-0400)/,MONTGOMERY (101),1,0,2,1,Alabama,2,2022-05-14 03:50,32.38014167,-86.299844440,1,Clear,,,3,Dark - Lighted,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,2130,MONTGOMERY,3,Principal Arterial - Other,0,None
10282,/Date(1652250900000-0400)/,COFFEE (31),1,0,3,1,Alabama,1,2022-05-11 02:35,31.49305556,-85.910197220,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,59,Traffic Sign Support ,,0,NOT APPLICABLE,5,Major Collector,0,None
10283,/Date(1652392200000-0400)/,MONTGOMERY (101),1,0,5,1,Alabama,2,2022-05-12 17:50,32.36238889,-86.102022220,1,Clear,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10285,/Date(1652419620000-0400)/,ESCAMBIA (53),1,0,2,1,Alabama,1,2022-05-13 01:27,31.00570278,-87.307466670,1,Clear,,,3,Dark - Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,1180,FLOMATON,7,Local,0,None
10284,/Date(1652395200000-0400)/,HENRY (67),1,0,1,1,Alabama,1,2022-05-12 18:40,31.32938333,-85.125802780,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,35,Embankment,,0,NOT APPLICABLE,5,Major Collector,0,None
10286,/Date(1652475600000-0400)/,COVINGTON (39),1,0,2,1,Alabama,2,2022-05-13 17:00,31.34283611,-86.330766670,1,Clear,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10288,/Date(1652551200000-0400)/,LIMESTONE (83),1,0,6,1,Alabama,2,2022-05-14 14:00,34.74702222,-87.001597220,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,7,Local,0,None
10287,/Date(1652503800000-0400)/,SUMTER (119),1,0,2,1,Alabama,1,2022-05-14 00:50,32.81112222,-88.244208330,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,59,Traffic Sign Support ,,1920,LIVINGSTON,5,Major Collector,0,None
10289,/Date(1652531940000-0400)/,MADISON (89),1,0,1,1,Alabama,1,2022-05-14 08:39,34.71170556,-86.539111110,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,35,Embankment,,1730,HUNTSVILLE,3,Principal Arterial - Other,0,None
10291,/Date(1652573400000-0400)/,MARSHALL (95),1,0,3,1,Alabama,2,2022-05-14 20:10,34.36343333,-86.352936110,10,Cloudy,,,3,Dark - Lighted,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,1500,GUNTERSVILLE,4,Minor Arterial,0,None
10290,/Date(1652550000000-0400)/,LIMESTONE (83),1,0,3,1,Alabama,2,2022-05-14 13:40,34.79159722,-87.054230560,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10293,/Date(1652637480000-0400)/,COFFEE (31),1,0,6,1,Alabama,2,2022-05-15 13:58,31.27925556,-86.157402780,10,Cloudy,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10292,/Date(1652655900000-0400)/,PIKE (109),1,0,3,1,Alabama,2,2022-05-15 19:05,31.80967500,-86.020813890,10,Cloudy,,,1,Daylight,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10295,/Date(1652755800000-0400)/,CULLMAN (43),1,0,1,1,Alabama,1,2022-05-16 22:50,34.07990278,-86.739877780,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,18,Other Object (not fixed),,0,NOT APPLICABLE,4,Minor Arterial,0,None
10294,/Date(1652666100000-0400)/,JEFFERSON (73),1,0,1,1,Alabama,1,2022-05-15 21:55,33.73966111,-86.989277780,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,5,Major Collector,0,None
10296,/Date(1652703600000-0400)/,TALLAPOOSA (123),1,0,1,1,Alabama,1,2022-05-16 08:20,33.00659444,-85.817502780,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,0,NOT APPLICABLE,4,Minor Arterial,0,None
10299,/Date(1652676300000-0400)/,WINSTON (133),1,0,1,1,Alabama,1,2022-05-16 00:45,34.06043889,-87.389016670,2,Rain,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,0,NOT APPLICABLE,5,Major Collector,0,None
10297,/Date(1652730660000-0400)/,CHOCTAW (23),2,0,4,1,Alabama,2,2022-05-16 15:51,31.77981667,-88.240155560,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,1,Construction
10298,/Date(1652719800000-0400)/,MORGAN (103),1,0,4,1,Alabama,2,2022-05-16 12:50,34.37919167,-87.093066670,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,3,Principal Arterial - Other,0,None
10300,/Date(1652694000000-0400)/,JEFFERSON (73),1,0,2,1,Alabama,2,2022-05-16 05:40,33.60517500,-86.700208330,1,Clear,,,4,Dawn,2,Front-to-Front,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,350,BIRMINGHAM,4,Minor Arterial,0,None
10301,/Date(1652739180000-0400)/,LIMESTONE (83),1,0,2,1,Alabama,1,2022-05-16 18:13,34.60838611,-86.843711110,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,5,Major Collector,0,None
10302,/Date(1652748960000-0400)/,RANDOLPH (111),1,1,2,1,Alabama,1,2022-05-16 20:56,33.11803056,-85.560313890,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,8,Pedestrian,,3160,WADLEY,4,Minor Arterial,0,None
10303,/Date(1652765400000-0400)/,LIMESTONE (83),1,0,1,1,Alabama,1,2022-05-17 01:30,34.65688889,-86.912913890,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,24,Guardrail Face,,0,NOT APPLICABLE,1,Interstate,0,None
10304,/Date(1652905380000-0400)/,FAYETTE (57),1,0,1,1,Alabama,1,2022-05-18 16:23,33.54025833,-87.825627780,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,42,Tree (Standing Only),,0,NOT APPLICABLE,5,Major Collector,0,None
10305,/Date(1652930340000-0400)/,ETOWAH (55),1,0,1,1,Alabama,1,2022-05-18 23:19,33.96975833,-85.967902780,1,Clear,,,2,Dark - Not Lighted,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,1280,GADSDEN,5,Major Collector,0,None
10307,/Date(1652890140000-0400)/,ST. CLAIR (115),1,0,2,1,Alabama,2,2022-05-18 12:09,33.57188889,-86.482141670,1,Clear,,,1,Daylight,1,Front-to-Rear,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,2136,MOODY,4,Minor Arterial,0,None
10309,/Date(1653068400000-0400)/,JEFFERSON (73),1,0,1,1,Alabama,1,2022-05-20 13:40,33.53168333,-86.539702780,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,1850,LEEDS,4,Minor Arterial,0,None
10306,/Date(1652883660000-0400)/,ST. CLAIR (115),1,0,4,1,Alabama,3,2022-05-18 10:21,33.63581944,-86.324502780,1,Clear,,,1,Daylight,6,Angle,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,,0,NOT APPLICABLE,5,Major Collector,0,None
10311,/Date(1653073200000-0400)/,DEKALB (49),1,0,2,1,Alabama,1,2022-05-20 15:00,34.38096944,-85.656213890,1,Clear,,,1,Daylight,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No Special Jurisdiction,1,Rollover/Overturn,,0,NOT APPLICABLE,5,Major Collector,0,None
